PLACES,A_1982,A_1983,A_1984,A_1985,A_1986,A_1987,A_1988,A_1989,A_1990,A_1991,A_1992,A_1993,A_1994,A_1995,A_1996,A_1997,A_1998,A_1999,A_2000,A_2001,A_2002,A_2003,A_2004,A_2005,A_2006,A_2007,A_2008,A_2009,A_2010,A_2011,A_2012,A_2013,A_2014,A_2015,A_2016,A_2017
POGGIARDO, 33, 32, 33, 33, 33, 33, 34, 34, 34, 35, 35, 35, 35, 36, 36, 36, 37, 37, 37, 38, 38, 39, 39, 40, 40, 40, 41, 41, 41, 42, 38, 39, 39, 39, 40, 40
POGGIBONSI, 38, 38, 39, 39, 39, 40, 40, 40, 41, 41, 41, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 43, 42, 43, 43, 43, 42, 42, 42, 42, 42, 42
POGGIO A CAIANO, 35, 35, 35, 35, 35, 35, 36, 36, 37, 37, 37, 38, 38, 38, 38, 39, 39, 39, 39, 39, 40, 40, 40, 41, 41, 41, 41, 41, 41, 41, 40, 40, 40, 40, 41, 41
POGGIO BERNI, 32, 33, 33, 33, 33, 34, 34, 34, 35, 35, 36, 36, 36, 36, 36, 37, 37, 37, 37, 38, 38, 38, 39, 39, 39, 39, 40, 39, 40, 40, 38, 38, 39, 39, 39, 39
POGGIO BUSTONE, 34, 34, 34, 34, 34, 35, 36, 36, 36, 37, 37, 38, 37, 38, 38, 38, 39, 39, 39, 40, 40, 40, 40, 41, 41, 41, 42, 42, 42, 43, 40, 40, 41, 41, 41, 41
POGGIO CATINO, 39, 39, 39, 39, 39, 40, 40, 41, 40, 40, 41, 42, 42, 42, 42, 42, 43, 43, 43, 43, 43, 43, 43, 43, 43, 42, 41, 42, 42, 43, 43, 43, 43, 43, 43, 42
POGGIO IMPERIALE, 34, 33, 34, 34, 34, 35, 35, 36, 36, 37, 37, 37, 37, 38, 38, 39, 39, 39, 40, 40, 40, 41, 41, 41, 41, 42, 42, 42, 42, 42, 40, 41, 41, 41, 41, 42
POGGIO MIRTETO, 36, 36, 36, 36, 37, 38, 38, 38, 38, 39, 39, 39, 39, 39, 40, 40, 40, 40, 41, 40, 41, 41, 41, 41, 41, 41, 41, 42, 42, 41, 40, 41, 41, 41, 41, 41
POGGIO MOIANO, 37, 37, 37, 37, 37, 37, 37, 38, 37, 38, 39, 39, 39, 39, 39, 39, 39, 39, 39, 40, 41, 41, 41, 41, 41, 42, 42, 42, 42, 42, 41, 41, 41, 41, 41, 42
POGGIO NATIVO, 39, 38, 38, 38, 39, 39, 39, 39, 39, 39, 39, 39, 39, 40, 40, 40, 40, 40, 40, 40, 41, 41, 42, 42, 41, 41, 41, 41, 41, 41, 40, 41, 42, 42, 41, 41
POGGIO PICENZE, 36, 36, 36, 37, 38, 37, 38, 38, 38, 38, 39, 39, 39, 38, 39, 39, 39, 38, 39, 39, 39, 40, 40, 40, 40, 41, 41, 41, 40, 41, 39, 40, 40, 40, 40, 41
POGGIO RENATICO, 38, 38, 39, 39, 39, 40, 40, 40, 40, 41, 41, 41, 42, 42, 42, 42, 42, 43, 43, 43, 44, 44, 43, 43, 43, 42, 42, 42, 42, 42, 43, 43, 43, 43, 43, 42
POGGIO RUSCO, 37, 37, 38, 38, 38, 38, 39, 39, 40, 39, 40, 40, 40, 41, 41, 41, 41, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42
POGGIO SAN LORENZO, 39, 38, 39, 40, 39, 38, 38, 39, 37, 38, 40, 40, 40, 40, 41, 41, 42, 42, 43, 44, 44, 45, 45, 46, 46, 46, 45, 45, 45, 46, 45, 46, 45, 46, 46, 46
POGGIO SAN MARCELLO, 41, 40, 41, 41, 42, 42, 42, 43, 43, 43, 44, 44, 44, 45, 45, 45, 44, 45, 45, 45, 45, 44, 45, 45, 45, 45, 45, 46, 46, 46, 44, 44, 45, 45, 45, 45
POGGIO SAN VICINO, 43, 44, 44, 43, 43, 43, 42, 42, 42, 43, 43, 43, 44, 45, 46, 45, 46, 45, 47, 48, 48, 48, 47, 48, 48, 49, 48, 48, 48, 47, 47, 47, 48, 47, 46, 46
POGGIO SANNITA, 37, 38, 40, 41, 41, 42, 43, 43, 44, 45, 45, 46, 46, 46, 47, 47, 48, 48, 48, 49, 50, 50, 50, 50, 50, 51, 52, 52, 52, 53, 50, 50, 50, 50, 50, 51
POGGIODOMO, 49, 51, 52, 53, 54, 55, 56, 57, 58, 58, 56, 56, 57, 57, 57, 57, 58, 59, 59, 59, 58, 58, 58, 58, 56, 57, 57, 58, 60, 59, 58, 57, 56, 58, 55, 56
POGGIOFIORITO, 39, 38, 38, 39, 39, 39, 39, 40, 40, 40, 41, 41, 42, 42, 42, 43, 43, 43, 43, 43, 43, 43, 42, 42, 43, 43, 43, 43, 43, 44, 43, 42, 42, 42, 43, 43
POGGIOMARINO, 28, 28, 29, 29, 29, 29, 29, 29, 29, 30, 31, 31, 31, 31, 31, 31, 32, 32, 32, 32, 32, 32, 33, 33, 33, 34, 34, 34, 34, 34, 32, 32, 33, 33, 33, 34
POGGIOREALE, 35, 35, 36, 35, 35, 36, 36, 36, 37, 38, 38, 38, 39, 39, 40, 40, 40, 40, 40, 41, 41, 41, 41, 41, 41, 41, 41, 42, 42, 42, 40, 40, 41, 41, 41, 41
POGGIORSINI, 29, 29, 30, 30, 30, 30, 31, 31, 31, 31, 32, 32, 31, 31, 31, 32, 32, 32, 33, 34, 34, 35, 35, 35, 36, 36, 37, 37, 38, 38, 34, 34, 35, 35, 36, 36
POGGIRIDENTI, 32, 32, 33, 33, 33, 33, 34, 34, 35, 35, 36, 36, 36, 37, 37, 37, 37, 38, 39, 39, 39, 39, 40, 41, 41, 41, 41, 42, 42, 42, 39, 39, 40, 40, 41, 41
POGLIANO MILANESE, 31, 31, 32, 32, 33, 33, 33, 33, 33, 34, 35, 35, 35, 35, 36, 36, 36, 37, 37, 37, 38, 38, 38, 38, 39, 39, 39, 40, 40, 40, 38, 38, 38, 38, 39, 39
POGNANA LARIO, 34, 34, 35, 35, 34, 35, 35, 35, 36, 36, 37, 38, 38, 39, 40, 40, 39, 39, 40, 40, 40, 40, 41, 41, 41, 41, 42, 43, 43, 43, 40, 40, 41, 41, 41, 42
POGNANO, 31, 31, 31, 31, 31, 32, 32, 32, 33, 33, 34, 34, 35, 35, 36, 36, 36, 36, 36, 37, 37, 37, 37, 37, 37, 38, 38, 38, 38, 38, 37, 37, 37, 37, 37, 38
POGNO, 33, 34, 33, 34, 34, 34, 35, 35, 35, 35, 36, 37, 37, 37, 37, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 39, 39, 40, 40, 40, 39, 38, 38, 38, 39, 39
POIRINO, 34, 34, 34, 35, 35, 35, 35, 36, 36, 36, 36, 36, 37, 37, 37, 38, 38, 38, 39, 39, 39, 39, 40, 40, 40, 40, 40, 40, 41, 41, 39, 39, 40, 40, 40, 40
POJANA MAGGIORE, 33, 33, 33, 34, 34, 34, 34, 35, 35, 35, 36, 36, 36, 36, 36, 37, 37, 37, 37, 38, 38, 38, 38, 38, 38, 39, 39, 39, 40, 40, 38, 38, 38, 38, 39, 39
POLAVENO, 33, 33, 33, 33, 33, 33, 34, 34, 34, 35, 35, 35, 35, 36, 35, 35, 36, 36, 36, 36, 36, 36, 36, 36, 37, 38, 38, 38, 39, 39, 36, 36, 36, 36, 37, 37
POLCENIGO, 40, 40, 40, 40, 41, 41, 42, 42, 42, 42, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 44, 44, 43, 43, 43, 43, 43, 43
POLESELLA, 36, 36, 36, 36, 36, 37, 37, 37, 38, 38, 38, 38, 38, 38, 39, 39, 39, 39, 40, 40, 40, 41, 41, 40, 41, 41, 41, 41, 41, 42, 40, 40, 40, 40, 41, 41
POLESINE PARMENSE, 41, 42, 41, 41, 41, 41, 42, 42, 42, 42, 42, 42, 42, 43, 43, 42, 43, 42, 42, 42, 42, 42, 42, 42, 42, 42, 43, 43, 42, 42, 42, 42, 42, 42, 43, 43
POLIA, 37, 38, 38, 38, 38, 38, 39, 39, 39, 39, 40, 40, 39, 39, 40, 40, 41, 41, 42, 43, 43, 43, 43, 44, 43, 44, 44, 45, 44, 46, 43, 43, 43, 44, 44, 44
POLICORO, 27, 28, 28, 29, 29, 29, 30, 30, 30, 31, 31, 32, 32, 32, 33, 33, 34, 34, 34, 35, 35, 36, 36, 37, 37, 37, 38, 38, 38, 39, 35, 36, 36, 36, 37, 37
POLIGNANO A MARE, 31, 31, 32, 32, 32, 32, 33, 33, 33, 34, 34, 34, 35, 35, 35, 35, 36, 36, 37, 37, 37, 37, 38, 38, 38, 39, 39, 39, 40, 40, 37, 38, 38, 38, 38, 39
POLINAGO, 44, 44, 45, 45, 46, 46, 46, 46, 47, 47, 47, 47, 47, 47, 47, 47, 47, 46, 47, 46, 46, 47, 47, 47, 47, 47, 47, 47, 48, 48, 46, 47, 47, 47, 47, 47
POLINO, 40, 40, 42, 43, 42, 43, 44, 43, 43, 44, 44, 45, 45, 46, 46, 46, 46, 47, 49, 50, 49, 50, 49, 49, 48, 49, 49, 48, 50, 51, 49, 49, 49, 49, 49, 49
POLISTENA, 30, 30, 30, 30, 30, 30, 31, 31, 31, 31, 32, 32, 32, 33, 33, 33, 34, 34, 35, 35, 36, 36, 36, 36, 37, 37, 37, 37, 37, 37, 35, 36, 36, 34, 36, 36
POLIZZI GENEROSA, 38, 39, 39, 40, 40, 40, 40, 40, 40, 40, 40, 40, 41, 41, 41, 41, 41, 41, 41, 42, 42, 43, 43, 43, 44, 44, 44, 44, 44, 44, 42, 43, 43, 43, 43, 44
POLI, 34, 34, 35, 35, 35, 35, 35, 36, 36, 36, 36, 37, 37, 36, 36, 36, 37, 37, 37, 38, 39, 39, 39, 39, 40, 40, 40, 39, 40, 39, 38, 39, 39, 39, 40, 40
POLLA, 35, 35, 35, 35, 36, 36, 36, 36, 36, 37, 38, 38, 39, 39, 39, 39, 40, 40, 40, 40, 40, 40, 41, 40, 41, 41, 41, 41, 41, 42, 40, 40, 41, 41, 41, 41
POLLEIN, 32, 33, 33, 33, 34, 34, 34, 34, 34, 34, 35, 35, 36, 36, 37, 37, 36, 36, 36, 36, 37, 38, 37, 38, 39, 39, 39, 39, 40, 40, 37, 37, 37, 38, 39, 39
POLLENA TROCCHIA, 28, 28, 28, 28, 28, 28, 28, 28, 29, 29, 29, 30, 30, 30, 30, 31, 31, 31, 32, 32, 33, 33, 33, 34, 34, 34, 35, 35, 35, 36, 32, 33, 33, 33, 34, 34
POLLENZA, 37, 37, 38, 38, 38, 38, 39, 39, 39, 40, 40, 40, 40, 40, 40, 41, 41, 41, 41, 41, 41, 42, 41, 42, 42, 41, 42, 42, 42, 42, 41, 42, 42, 42, 42, 42
POLLICA, 37, 37, 38, 38, 38, 38, 38, 39, 40, 40, 40, 41, 41, 41, 41, 41, 42, 42, 43, 44, 44, 44, 44, 45, 45, 45, 45, 45, 45, 45, 43, 43, 43, 44, 44, 45
POLLINA, 32, 32, 32, 33, 33, 34, 34, 35, 36, 36, 38, 38, 38, 39, 39, 39, 39, 39, 39, 39, 39, 40, 40, 40, 41, 41, 41, 41, 42, 42, 39, 40, 40, 40, 41, 41
POLLONE, 37, 37, 38, 38, 38, 38, 38, 38, 39, 39, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 41, 41, 41, 41, 41, 42, 42, 42, 43, 43, 41, 41, 41, 41, 41, 42
POLLUTRI, 38, 38, 38, 38, 39, 39, 40, 40, 40, 40, 41, 40, 40, 40, 41, 41, 42, 41, 41, 41, 41, 42, 42, 42, 43, 43, 43, 43, 43, 44, 42, 42, 42, 42, 43, 43
POLONGHERA, 39, 39, 39, 39, 40, 40, 40, 40, 40, 40, 40, 40, 41, 41, 41, 42, 42, 42, 42, 42, 42, 42, 42, 43, 43, 42, 42, 43, 42, 42, 42, 42, 42, 43, 43, 42
POLPENAZZE DEL GARDA, 36, 37, 37, 37, 37, 38, 37, 38, 38, 38, 39, 38, 39, 39, 39, 39, 40, 40, 40, 40, 40, 39, 40, 40, 40, 41, 41, 41, 41, 42, 40, 40, 40, 40, 40, 41
POLVERARA, 33, 32, 33, 33, 33, 34, 34, 34, 35, 35, 36, 36, 37, 37, 37, 37, 37, 37, 38, 38, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39
POLVERIGI, 35, 35, 35, 35, 35, 36, 36, 36, 36, 37, 37, 37, 38, 38, 38, 38, 38, 39, 39, 39, 39, 39, 39, 39, 39, 39, 38, 39, 39, 39, 39, 38, 39, 39, 39, 39
POMARANCE, 41, 41, 41, 41, 41, 42, 42, 42, 42, 43, 43, 44, 44, 44, 44, 45, 45, 45, 45, 45, 45, 46, 46, 46, 46, 47, 47, 47, 47, 47, 45, 45, 46, 46, 46, 46
POMARETTO, 38, 37, 38, 38, 39, 40, 40, 40, 40, 40, 40, 40, 40, 40, 41, 41, 42, 42, 42, 43, 42, 43, 43, 43, 44, 44, 44, 44, 44, 44, 43, 43, 42, 43, 44, 44
POMARICO, 35, 35, 35, 35, 36, 36, 36, 36, 36, 37, 37, 37, 38, 38, 38, 38, 38, 38, 38, 39, 39, 39, 39, 40, 40, 40, 40, 41, 41, 42, 39, 39, 40, 40, 40, 40
POMARO MONFERRATO, 41, 39, 40, 41, 42, 40, 41, 41, 42, 43, 42, 43, 44, 44, 43, 42, 43, 44, 44, 44, 43, 44, 45, 47, 47, 46, 47, 48, 48, 48, 43, 44, 44, 46, 46, 46
POMAROLO, 32, 32, 33, 33, 33, 33, 34, 34, 34, 35, 35, 35, 36, 36, 36, 37, 37, 37, 37, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 39, 38, 38, 38, 38, 38, 38
POMBIA, 37, 36, 37, 37, 36, 36, 37, 37, 37, 37, 38, 38, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 38, 38, 38, 38, 38, 39, 39, 37, 37, 38, 38, 38, 38
POMEZIA, 28, 28, 29, 29, 30, 30, 31, 31, 32, 32, 33, 33, 33, 34, 34, 34, 35, 35, 35, 36, 36, 36, 37, 37, 37, 37, 37, 38, 38, 38, 36, 36, 36, 37, 37, 37
POMIGLIANO D'ARCO, 27, 27, 28, 28, 29, 29, 29, 30, 30, 31, 31, 31, 32, 32, 32, 33, 33, 33, 34, 34, 35, 35, 35, 36, 36, 37, 37, 37, 38, 38, 35, 35, 35, 36, 36, 36
POMPEIANA, 36, 37, 37, 36, 37, 38, 38, 39, 38, 39, 39, 40, 39, 39, 40, 39, 39, 40, 40, 40, 41, 41, 41, 41, 42, 42, 42, 41, 42, 41, 40, 41, 41, 42, 43, 42
POMPEI, 30, 30, 30, 30, 30, 30, 31, 31, 31, 32, 32, 32, 33, 33, 33, 34, 34, 34, 35, 35, 35, 36, 36, 36, 37, 37, 37, 37, 38, 38, 35, 36, 36, 36, 37, 37
POMPIANO, 30, 31, 31, 31, 31, 32, 32, 32, 33, 33, 34, 34, 35, 35, 36, 36, 36, 37, 37, 37, 37, 38, 38, 38, 39, 39, 39, 39, 39, 39, 38, 38, 38, 38, 39, 39
POMPONESCO, 38, 38, 38, 39, 39, 39, 40, 40, 41, 41, 42, 42, 42, 42, 42, 42, 43, 43, 42, 42, 42, 42, 42, 41, 41, 41, 41, 42, 41, 42, 42, 42, 42, 41, 41, 42
POMPU, 33, 35, 34, 34, 33, 34, 33, 35, 36, 37, 37, 38, 38, 38, 38, 39, 39, 38, 39, 40, 40, 40, 39, 39, 40, 41, 41, 42, 42, 42, 40, 40, 39, 39, 40, 41
PONCARALE, 32, 32, 32, 33, 32, 33, 33, 34, 34, 34, 35, 35, 35, 35, 35, 36, 36, 36, 36, 36, 36, 37, 37, 37, 37, 37, 37, 37, 37, 38, 36, 37, 37, 37, 37, 37
PONDERANO, 37, 38, 38, 38, 38, 39, 39, 39, 39, 39, 40, 40, 40, 40, 41, 41, 41, 41, 41, 42, 42, 42, 42, 43, 43, 43, 43, 43, 43, 44, 42, 42, 42, 43, 43, 43
PONNA, 36, 36, 36, 36, 38, 39, 40, 40, 41, 40, 43, 43, 43, 44, 45, 46, 46, 47, 47, 46, 45, 45, 46, 47, 48, 47, 48, 46, 47, 49, 45, 45, 46, 46, 48, 47
PONSACCO, 35, 36, 36, 36, 36, 37, 37, 38, 38, 38, 38, 39, 39, 39, 40, 40, 40, 40, 40, 40, 41, 41, 41, 41, 41, 40, 40, 40, 40, 40, 41, 41, 41, 41, 41, 40
PONSO, 33, 33, 33, 33, 34, 34, 34, 35, 35, 36, 36, 36, 36, 37, 37, 38, 38, 38, 39, 39, 39, 39, 39, 39, 40, 40, 41, 41, 42, 42, 39, 39, 39, 39, 40, 40
PONT-CANAVESE, 39, 40, 40, 40, 40, 40, 41, 41, 41, 42, 42, 42, 43, 42, 42, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 44, 43, 43, 43, 44, 43, 43, 43, 43, 43, 43
PONT-SAINT-MARTIN, 35, 35, 35, 36, 36, 37, 37, 37, 37, 37, 38, 38, 38, 39, 39, 39, 39, 40, 40, 40, 40, 40, 40, 41, 41, 42, 42, 42, 42, 42, 40, 40, 41, 41, 41, 42
PONTASSIEVE, 37, 37, 38, 38, 38, 38, 39, 39, 39, 39, 40, 40, 40, 41, 41, 41, 42, 42, 42, 42, 42, 43, 43, 43, 43, 43, 43, 44, 44, 44, 43, 43, 43, 43, 43, 43
PONTBOSET, 38, 40, 41, 40, 41, 39, 40, 38, 38, 37, 41, 41, 40, 40, 40, 41, 41, 41, 42, 41, 42, 42, 43, 43, 44, 44, 44, 45, 44, 46, 42, 42, 43, 44, 44, 44
PONTE BUGGIANESE, 37, 37, 38, 38, 38, 38, 39, 39, 39, 39, 40, 40, 40, 40, 40, 41, 41, 41, 41, 41, 41, 41, 41, 41, 42, 41, 41, 41, 41, 42, 41, 41, 41, 41, 41, 41
PONTE DELL'OLIO, 39, 39, 39, 40, 40, 41, 41, 41, 41, 42, 42, 42, 42, 42, 42, 42, 43, 43, 43, 43, 43, 43, 43, 43, 43, 44, 44, 44, 44, 44, 43, 43, 43, 43, 43, 43
PONTE DI LEGNO, 33, 34, 34, 34, 35, 35, 35, 36, 36, 37, 37, 38, 38, 39, 40, 40, 40, 41, 41, 42, 42, 42, 42, 43, 43, 43, 43, 44, 44, 44, 42, 42, 42, 43, 43, 43
PONTE DI PIAVE, 33, 34, 34, 34, 34, 35, 35, 36, 36, 37, 37, 37, 37, 37, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 39, 39, 39, 39, 39, 38, 38, 38, 38, 38, 39
PONTE GARDENA, 30, 30, 29, 30, 32, 31, 31, 31, 32, 33, 35, 35, 36, 37, 37, 38, 37, 37, 37, 36, 37, 37, 37, 37, 38, 38, 38, 38, 38, 39, 37, 37, 37, 37, 37, 38
PONTE IN VALTELLINA, 37, 37, 37, 37, 38, 38, 38, 38, 38, 39, 40, 40, 40, 40, 40, 40, 40, 41, 41, 41, 41, 41, 42, 42, 42, 42, 42, 43, 43, 43, 41, 41, 42, 42, 42, 42
PONTE LAMBRO, 33, 34, 34, 34, 34, 35, 35, 36, 36, 36, 36, 37, 37, 37, 37, 38, 38, 38, 38, 38, 39, 39, 39, 39, 40, 39, 39, 39, 40, 40, 39, 39, 39, 39, 40, 39
PONTE NELLE ALPI, 35, 35, 35, 35, 36, 36, 36, 36, 37, 37, 37, 37, 38, 38, 38, 38, 39, 39, 39, 39, 40, 40, 40, 40, 40, 40, 40, 40, 41, 41, 40, 40, 40, 40, 40, 40
PONTE NIZZA, 44, 44, 44, 44, 45, 45, 46, 46, 47, 47, 47, 47, 47, 47, 46, 45, 46, 46, 47, 47, 48, 48, 48, 48, 48, 48, 49, 49, 48, 49, 48, 48, 48, 48, 48, 48
PONTE NOSSA, 36, 37, 37, 37, 37, 38, 38, 39, 39, 39, 39, 38, 38, 39, 40, 40, 40, 41, 42, 42, 42, 42, 42, 42, 42, 43, 43, 44, 44, 44, 42, 43, 43, 43, 43, 43
PONTE SAN NICOLÒ, 31, 31, 31, 32, 32, 32, 33, 33, 34, 34, 34, 35, 35, 35, 36, 36, 36, 37, 37, 38, 38, 38, 39, 39, 39, 40, 40, 40, 41, 41, 38, 38, 39, 39, 39, 40
PONTE SAN PIETRO, 33, 33, 33, 34, 34, 34, 35, 35, 36, 36, 36, 37, 37, 38, 38, 38, 39, 39, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40
PONTEBBA, 34, 35, 35, 35, 35, 36, 36, 37, 37, 38, 38, 38, 39, 39, 40, 40, 41, 41, 42, 42, 42, 43, 43, 44, 44, 44, 45, 45, 45, 46, 43, 43, 43, 44, 44, 44
PONTECAGNANO FAIANO, 30, 30, 31, 31, 31, 32, 32, 32, 32, 32, 33, 33, 34, 34, 34, 35, 35, 35, 36, 36, 36, 37, 37, 37, 38, 38, 38, 39, 39, 39, 36, 37, 37, 37, 37, 38
PONTECCHIO POLESINE, 36, 36, 36, 37, 37, 38, 38, 38, 39, 39, 40, 40, 40, 41, 40, 41, 41, 41, 41, 41, 41, 42, 42, 42, 41, 41, 40, 40, 40, 40, 41, 42, 42, 42, 41, 41
PONTECHIANALE, 42, 45, 47, 47, 48, 47, 46, 49, 47, 46, 45, 46, 48, 48, 47, 48, 48, 48, 47, 48, 48, 47, 49, 49, 49, 50, 50, 49, 50, 50, 48, 48, 47, 48, 48, 49
PONTECORVO, 33, 33, 33, 34, 33, 34, 34, 34, 34, 35, 35, 36, 36, 36, 36, 37, 37, 38, 38, 38, 38, 39, 39, 39, 39, 40, 40, 40, 41, 41, 38, 39, 39, 39, 39, 40
PONTECURONE, 39, 39, 39, 40, 40, 41, 41, 41, 42, 42, 42, 42, 42, 42, 43, 43, 43, 43, 44, 44, 44, 44, 45, 45, 45, 45, 45, 45, 45, 45, 44, 44, 45, 44, 44, 45
PONTEDASSIO, 42, 42, 42, 42, 42, 42, 42, 41, 41, 41, 41, 41, 41, 41, 40, 40, 40, 40, 40, 40, 41, 40, 40, 40, 40, 40, 40, 41, 40, 41, 41, 40, 40, 40, 40, 40
PONTEDERA, 37, 37, 37, 38, 38, 38, 39, 39, 39, 40, 40, 40, 41, 41, 41, 41, 42, 42, 42, 42, 42, 43, 43, 43, 43, 43, 43, 43, 43, 43, 42, 43, 43, 43, 42, 43
PONTELANDOLFO, 39, 39, 39, 40, 40, 40, 41, 41, 41, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 41, 41, 42, 42, 42, 42, 43, 43, 43, 44, 42, 42, 42, 42, 43, 43
PONTELATONE, 34, 34, 35, 34, 35, 34, 34, 35, 35, 35, 35, 36, 36, 36, 37, 37, 37, 37, 37, 37, 37, 38, 38, 39, 40, 40, 39, 39, 39, 40, 37, 38, 38, 39, 39, 39
PONTELONGO, 35, 35, 36, 36, 36, 36, 37, 37, 38, 37, 38, 38, 38, 39, 39, 40, 40, 40, 40, 40, 40, 40, 41, 41, 41, 41, 41, 41, 41, 42, 40, 40, 40, 40, 41, 40
PONTENURE, 38, 38, 38, 38, 38, 39, 40, 40, 40, 40, 41, 41, 41, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 41, 41, 41, 41, 42, 42, 42, 42, 42, 41
PONTERANICA, 32, 32, 32, 32, 33, 33, 34, 34, 35, 35, 36, 36, 36, 37, 37, 38, 38, 38, 38, 38, 38, 39, 39, 40, 40, 40, 41, 41, 41, 42, 39, 39, 39, 40, 40, 40
PONTESTURA, 45, 45, 44, 45, 45, 45, 45, 44, 44, 45, 45, 45, 45, 45, 44, 44, 44, 44, 44, 45, 45, 45, 46, 46, 47, 46, 47, 47, 47, 46, 44, 45, 45, 45, 46, 46
PONTEVICO, 34, 35, 35, 35, 36, 36, 36, 37, 37, 37, 38, 38, 38, 39, 39, 39, 39, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 41, 41, 40, 40, 40, 40, 40, 40
PONTEY, 37, 37, 37, 37, 37, 37, 38, 37, 37, 38, 39, 39, 39, 38, 39, 38, 39, 39, 38, 38, 39, 39, 39, 40, 40, 40, 39, 39, 39, 40, 38, 39, 39, 40, 40, 40
PONTE, 35, 35, 36, 36, 36, 36, 37, 37, 37, 37, 37, 38, 38, 38, 38, 38, 39, 39, 39, 39, 40, 40, 40, 40, 40, 41, 41, 41, 42, 42, 40, 40, 40, 40, 40, 41
PONTI SUL MINCIO, 34, 34, 34, 34, 35, 35, 36, 36, 37, 36, 38, 38, 38, 38, 37, 37, 37, 38, 38, 39, 39, 39, 39, 39, 39, 40, 40, 40, 41, 41, 39, 39, 39, 39, 39, 39
PONTIDA, 32, 33, 33, 33, 34, 34, 34, 35, 35, 36, 36, 36, 36, 37, 37, 37, 37, 37, 38, 38, 38, 38, 38, 38, 39, 39, 39, 39, 40, 40, 38, 38, 39, 39, 39, 40
PONTINIA, 31, 32, 32, 32, 32, 33, 33, 33, 34, 34, 35, 35, 35, 35, 36, 36, 36, 36, 37, 37, 37, 38, 38, 38, 39, 39, 39, 39, 39, 40, 37, 38, 38, 38, 38, 39
PONTINVREA, 41, 40, 41, 41, 40, 40, 41, 41, 43, 42, 43, 43, 44, 44, 45, 46, 46, 46, 46, 46, 46, 46, 47, 47, 47, 48, 48, 49, 49, 48, 46, 46, 47, 47, 47, 47
PONTIROLO NUOVO, 33, 33, 33, 33, 33, 34, 34, 35, 35, 35, 35, 35, 36, 36, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 38, 38, 38, 39, 39, 37, 37, 37, 37, 37, 38
PONTI, 43, 43, 43, 44, 45, 45, 44, 45, 46, 47, 47, 46, 46, 47, 47, 47, 47, 48, 48, 49, 50, 48, 49, 49, 47, 47, 48, 48, 49, 49, 50, 50, 50, 50, 49, 49
PONTOGLIO, 31, 31, 31, 32, 32, 33, 33, 33, 33, 34, 34, 35, 35, 35, 36, 36, 36, 36, 36, 37, 37, 37, 38, 38, 38, 38, 38, 38, 38, 38, 37, 37, 37, 38, 38, 38
PONTREMOLI, 43, 43, 43, 44, 44, 44, 44, 45, 45, 45, 45, 45, 45, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 47, 46, 46, 47, 47, 46, 47, 46, 46, 46, 47
PONZANO MONFERRATO, 49, 48, 48, 48, 47, 47, 47, 48, 48, 48, 47, 47, 48, 48, 48, 48, 48, 48, 48, 47, 48, 49, 50, 48, 48, 48, 48, 48, 49, 50, 48, 49, 50, 49, 48, 48
PONZANO ROMANO, 36, 36, 36, 36, 36, 36, 37, 37, 37, 38, 40, 40, 40, 39, 39, 39, 40, 40, 40, 39, 40, 40, 41, 40, 40, 40, 40, 39, 41, 41, 40, 40, 40, 40, 40, 40
PONZANO VENETO, 31, 31, 32, 32, 32, 33, 33, 33, 34, 34, 35, 35, 35, 35, 36, 36, 36, 36, 36, 36, 36, 37, 37, 37, 37, 37, 38, 38, 38, 38, 36, 37, 37, 37, 37, 37
PONZA, 36, 36, 36, 36, 36, 36, 36, 37, 37, 37, 38, 38, 38, 38, 38, 39, 38, 39, 39, 39, 39, 40, 40, 40, 40, 41, 41, 41, 42, 42, 39, 40, 40, 40, 41, 41
PONZONE, 49, 50, 50, 50, 51, 51, 51, 50, 51, 51, 52, 52, 52, 50, 51, 52, 52, 52, 52, 51, 51, 52, 52, 52, 52, 51, 51, 52, 52, 53, 51, 51, 52, 52, 52, 52
